Phrase	Grammar	Transcription	Translation	Notes
成|chéng||to become|||NPCR-26
中国通|zhōngguótōng||an expert of China|||NPCR-26
情况|qíngkuàng||situation|||NPCR-26
实在|shízài||honest/truly; really|||NPCR-26
越来越|yuèláiyuè||more and more|||NPCR-26
南|nán||south|||NPCR-26
特点|tèdiǎn||characteristic; feature|||NPCR-26
历史|lìshǐ||history|||NPCR-26
博物馆|bówùguǎn||museum|||NPCR-26
举办|jǔbàn||to conduct; to hold|||NPCR-26
展览|zhǎnlǎn||exhibition; show|||NPCR-26
图片|túpiàn||photograph; picture|||NPCR-26
对|duì||to|||NPCR-26
感兴趣|gǎnxìngqù||to be interested in sth.|||NPCR-26
感|gǎn||to feel; to sense|||NPCR-26
兴趣|xìngqù||interest|||NPCR-26
结业|jiéyè||to complete a course|||NPCR-26
记得|jìde||to remember; to retain|||NPCR-26
中餐|zhōngcān||Chinese food (meal)|||NPCR-26
饿|è||hungry|||NPCR-26
死|sǐ||to die|||NPCR-26
菜|cài||dish; vegetable|||NPCR-26
聊|liáo||to chat|||NPCR-26
老外|lǎowài||foreigner|||NPCR-26
中国化|zhōngguóhuà||to make Chinese in quality or characteristics; Sinicize|||NPCR-26
化|huà||to change; to turn|||NPCR-26
才|cái||just|||NPCR-26
那样|nàyàng||such; so; like that|||NPCR-26
妻子|qīzi||wife|||NPCR-26
小伙子|xiǎohuǒzi||young man|||NPCR-26
丈夫|zhàngfu||husband|||NPCR-26
声调|shēngdiào||tone|||NPCR-26
努力|nǔlì||to make a great effort; to endeavor; to exert oneself|||NPCR-26
认真|rènzhēn||earnest; serious|||NPCR-26
热情|rèqíng||warm; warmhearted; enthusiastic|||NPCR-26
进步|jìnbù||progress; advancement/to make progress|||NPCR-26
明年|míngnián||next year|||NPCR-26
陪|péi||to accompany|||NPCR-26
不见不散|bújiànbúsàn||don't leave unless we meet|||NPCR-26
散|sàn||to break up; to disperse|||NPCR-26
了解|liǎojiě||to understand; to realize|||NPCR-26
熟悉|shúxī||to be familiar with|||NPCR-26
见面|jiànmiàn||to meet; to see|||NPCR-26
毕业|bìyè||to graduate; to finish school|||NPCR-26
离开|líkāi||to leave; to depart from|||NPCR-26
经验|jīngyàn||experience|||NPCR-26
方法|fāngfǎ||method|||NPCR-26
准备|zhǔnbèi||preparation/to prepare; to get ready|||NPCR-26
艺术|yìshù||art|||NPCR-26
请客|qǐngkè||to feast; to treat sb. to sth. (a meal)|||NPCR-26
客人|kèren||guest|||NPCR-26
意思|yìsi||meaning|||NPCR-26
句|jù||sentence|||NPCR-26
